"Name","National_Position","Club_Position","Rating","Height","Weight","Age","Work_Rate","Ball_Control","Vision","Goalkeeper","International","IMC"
"Patrice Dimitriou",NA,"Sub",60,176,74,34,"Medium / Medium",63,51,"NO","NO",23.8894628099174
"Florent Perradin",NA,"Sub",60,179,79,24,"Medium / Medium",59,39,"NO","NO",24.6559096158047
"Mickaël Scannella",NA,"Sub",60,180,76,29,"Medium / Medium",20,15,"NO","NO",23.4567901234568
"Giuseppe Panico",NA,"Sub",60,178,75,19,"Medium / Medium",62,54,"NO","NO",23.6712536295922
"Benedikt Gimber",NA,"Res",60,185,83,20,"Medium / Medium",39,30,"NO","NO",24.2512783053324
"Daouda Bassock",NA,"Sub",60,167,72,22,"High / Low",57,53,"NO","NO",25.8166302126286
"Eirik Wichne",NA,"Sub",60,175,70,19,"Medium / Medium",62,53,"NO","NO",22.8571428571429
"Matías Vargas",NA,"Sub",60,168,66,19,"High / Medium",58,59,"NO","NO",23.3843537414966
"Tyler Roberts",NA,"RS",60,180,75,18,"Medium / Medium",63,49,"NO","NO",23.1481481481481
"Marcin Listkowski",NA,"Sub",60,178,68,19,"High / Medium",62,65,"NO","NO",21.4619366241636
"Corentin Jacob",NA,"Sub",60,188,79,20,"Medium / Medium",59,45,"NO","NO",22.351742870077
"José Luis Díaz",NA,"LB",60,180,76,22,"Medium / Medium",46,31,"NO","NO",23.4567901234568
"Kevin O'Connor",NA,"LB",60,180,75,21,"High / Medium",57,47,"NO","NO",23.1481481481481
"Dimitry Bertaud",NA,"Res",60,180,80,18,"Medium / Medium",22,20,"NO","NO",24.6913580246914
"Sergio Rodríguez",NA,"Sub",60,187,74,21,"Medium / Medium",63,63,"NO","NO",21.1616002745289
"Peter Wilson",NA,"RS",60,182,74,20,"Medium / Medium",57,50,"NO","NO",22.3402970655718
"Connor Ronan",NA,"Sub",60,170,63,19,"Medium / Medium",65,56,"NO","NO",21.7993079584775
"Eddy Lecygne",NA,"Res",60,181,67,23,"Medium / Medium",62,57,"NO","NO",20.451146179909
"Dan Agyei",NA,"Sub",60,183,77,19,"High / Medium",60,51,"NO","NO",22.9926244438472
"Antonino La Gumina",NA,"Sub",60,184,72,21,"Medium / Medium",60,58,"NO","NO",21.2665406427221
"Macaulay Gillesphey",NA,"Sub",60,180,70,21,"Medium / Medium",53,38,"NO","NO",21.6049382716049
"Valeriy Alshanskiy",NA,"Res",60,180,76,21,"Medium / Low",56,48,"NO","NO",23.4567901234568
"Lachlan Jackson",NA,"LCB",60,194,83,22,"Medium / Medium",35,28,"NO","NO",22.0533531724944
"Keegan Pereira","Sub","Res",59,175,70,29,"Medium / Medium",54,39,"NO","YES",22.8571428571429
"Pritam Kotal","RB","Res",60,179,74,23,"High / Medium",48,39,"NO","YES",23.0954090072095
"Álvaro Angulo",NA,"Sub",60,173,68,19,"Medium / Medium",47,32,"NO","NO",22.7204383708109
"Sherko Kareem Gubari",NA,"Sub",60,177,67,20,"Medium / Medium",65,57,"NO","NO",21.3859363528999
"Vladislav Suslov",NA,"Sub",60,189,75,21,"Medium / Medium",21,16,"NO","NO",20.9960527420845
"Marcus Thuram",NA,"Sub",60,189,79,19,"Medium / Medium",55,52,"NO","NO",22.1158422216623
"Juan Silva",NA,"Res",60,178,70,19,"Medium / Medium",61,53,"NO","NO",22.0931700542861
"Shayon Harrison",NA,"Sub",60,183,68,19,"High / Medium",58,47,"NO","NO",20.3051748335274
"Fredrik Krogstad",NA,"RM",57,181,80,21,"High / Medium",60,55,"NO","NO",24.4192790207869
"Kyle Walker-Peters",NA,"Res",60,174,64,19,"High / Medium",55,38,"NO","NO",21.1388558594266
"Ezequiel Bonacorso",NA,"Res",60,174,70,23,"Medium / Medium",58,51,"NO","NO",23.1206235962479
"Alejandro Peláez",NA,"Res",60,188,85,23,"Medium / Medium",24,25,"NO","NO",24.0493435943866
"Matteo Gasperi",NA,"Sub",60,184,75,19,"Medium / Medium",61,67,"NO","NO",22.1526465028355
"Jang Dae Hee",NA,"Sub",60,188,77,22,"Medium / Medium",23,37,"NO","NO",21.7858759619737
"Carlos Rosel",NA,"Sub",60,167,68,21,"Medium / Medium",61,63,"NO","NO",24.3823729785937
"Gosay Saad Al Shelali",NA,"Res",60,180,80,23,"Medium / Medium",61,55,"NO","NO",24.6913580246914
"Cristian Guanca",NA,"Sub",60,177,78,24,"Medium / Low",52,41,"NO","NO",24.8970602317342
"Kim Seon Woo",NA,"Res",60,174,62,23,"Medium / Medium",48,63,"NO","NO",20.4782666138195
"Ibrahim Al Talhi",NA,"Sub",60,164,53,22,"Medium / Medium",60,58,"NO","NO",19.7055324211779
"Ezri Konsa",NA,"Sub",60,183,77,18,"Medium / Medium",53,49,"NO","NO",22.9926244438472
"Tomáš Vestenický",NA,"Sub",60,175,74,20,"High / Medium",64,58,"NO","NO",24.1632653061224
"Fahad Ibrahim Bin Munyif",NA,"RCB",60,180,68,22,"High / Medium",53,53,"NO","NO",20.9876543209877
"David Contreras",NA,"Sub",60,172,62,23,"Medium / Medium",62,55,"NO","NO",20.9572742022715
"Dylan Mboumbouni",NA,"Res",60,182,75,21,"Medium / High",55,32,"NO","NO",22.6421929718633
"Ridwan Gyselinck",NA,"Res",60,184,72,22,"Medium / Medium",55,39,"NO","NO",21.2665406427221
"Juan José Calero",NA,"Sub",60,185,80,18,"Medium / Medium",57,46,"NO","NO",23.3747260774288
"Callum Roberts",NA,"Res",60,173,65,20,"Medium / Medium",61,60,"NO","NO",21.7180660897457
"Gil Alcalá",NA,"Sub",60,179,73,24,"Medium / Medium",19,35,"NO","NO",22.7833088854905
"Alex Zendejas",NA,"Sub",60,169,65,19,"Medium / Medium",55,43,"NO","NO",22.7583067819754
"Leandro De Bórtoli",NA,"Sub",60,184,83,28,"Medium / Medium",12,26,"NO","NO",24.515595463138
"Germán Caffa",NA,"GK",60,190,84,36,"Medium / Medium",11,34,"YES","NO",23.2686980609418
"Abdulelah Saleh Al Amer",NA,"Sub",60,180,69,27,"Low / Medium",42,26,"NO","NO",21.2962962962963
"Ain Acosta Luna",NA,"Res",60,190,77,22,"Medium / Medium",12,37,"NO","NO",21.3296398891967
"Nick Cowburn",NA,"Sub",60,183,75,22,"Medium / Medium",53,39,"NO","NO",22.3954134193317
"Carlos Alves",NA,"Res",60,187,80,19,"Medium / Medium",12,47,"NO","NO",22.8774057021934
"Anton Lazutkin",NA,"Sub",60,177,66,22,"Medium / Medium",32,31,"NO","NO",21.0667432730058
"Colm Horgan",NA,"RB",60,174,72,22,"Medium / Medium",59,43,"NO","NO",23.7812128418549
"Marko Kvasina",NA,"Sub",60,194,85,20,"Medium / Medium",58,51,"NO","NO",22.5847592730365
"Gianfranco Gazzaniga",NA,"Res",60,188,85,23,"Medium / Medium",18,32,"NO","NO",24.0493435943866
"David Gil",NA,"Res",60,183,82,23,"Medium / Medium",30,22,"NO","NO",24.485652005136
"Marcos Ledesma",NA,"Sub",60,188,70,20,"Medium / Medium",19,23,"NO","NO",19.8053417836125
"Rayan Raveloson",NA,"Sub",60,182,73,20,"Medium / Medium",63,63,"NO","NO",22.0384011592803
"Andrés del Olmo",NA,"Res",60,180,75,23,"Medium / Medium",66,55,"NO","NO",23.1481481481481
"Herman Hallberg",NA,"Sub",60,180,71,19,"High / High",61,57,"NO","NO",21.9135802469136
"Ben Swanson",NA,"Sub",61,168,59,19,"High / High",67,65,"NO","NO",20.9041950113379
"Mauricio Aquino",NA,"Sub",60,188,79,23,"Medium / Medium",13,29,"NO","NO",22.351742870077
"Chris Willock",NA,"Res",60,178,67,19,"Medium / Medium",61,50,"NO","NO",21.1463199091024
"Alpay Koçaklı",NA,"Res",60,180,75,18,"Medium / Medium",62,55,"NO","NO",23.1481481481481
"Théo Valls",NA,"Sub",60,180,75,21,"Medium / Medium",57,57,"NO","NO",23.1481481481481
"Marco Bustos",NA,"Res",60,168,68,20,"High / Low",58,60,"NO","NO",24.092970521542
"Charlie Colkett",NA,"CM",60,176,65,20,"Medium / Medium",63,63,"NO","NO",20.9839876033058
"Nicolás Contin",NA,"Res",60,181,88,21,"Medium / Low",57,44,"NO","NO",26.8612069228656
"Giovanni Sbrissa",NA,"Sub",60,185,76,20,"High / Medium",67,48,"NO","NO",22.2059897735573
"Rees Greenwood",NA,"Res",60,173,68,21,"Medium / Low",59,58,"NO","NO",22.7204383708109
"Maxime Do Couto Teixeira",NA,"Sub",60,172,62,20,"Medium / Medium",65,57,"NO","NO",20.9572742022715
"Egzon Binaku",NA,"Sub",60,182,74,21,"High / Medium",55,47,"NO","NO",22.3402970655718
"Matías",NA,"Res",60,173,74,20,"Medium / Medium",65,45,"NO","NO",24.7251829329413
"Gurpreet Singh Sandhu","GK","Sub",60,194,90,25,"Medium / Medium",23,36,"NO","YES",23.9132745243915
"Ahmad Al Hbeab",NA,"Sub",60,186,84,23,"Low / Medium",39,37,"NO","NO",24.2802636142907
"Roland Baas",NA,"Res",60,174,69,21,"Medium / Medium",65,61,"NO","NO",22.7903289734443
"Nathan Dekoké",NA,"Sub",60,180,73,24,"Medium / Medium",55,40,"NO","NO",22.5308641975309
"Muteb Sharahili",NA,"Sub",60,195,92,25,"Medium / Medium",20,28,"NO","NO",24.1946088099934
"Zak Vyner",NA,"Res",60,178,68,19,"Medium / Medium",52,42,"NO","NO",21.4619366241636
"Brandur Hendriksson",NA,"Sub",60,174,73,21,"Medium / Medium",64,63,"NO","NO",24.1115074646585
"Craig Wighton",NA,"LM",60,185,72,19,"High / Medium",63,49,"NO","NO",21.0372534696859
"Kamil Wojtkowski",NA,"Res",60,173,66,19,"Medium / Medium",65,63,"NO","NO",22.0521901834341
"Maurice Multhaup",NA,"Sub",60,173,74,20,"Medium / Medium",63,57,"NO","NO",24.7251829329413
"Coy Craft",NA,"Sub",60,188,79,19,"High / Medium",60,57,"NO","NO",22.351742870077
"Jeppe Simonsen",NA,"Sub",60,184,74,21,"High / Medium",58,42,"NO","NO",21.8572778827977
"Mitchell Lund",NA,"Res",60,185,75,20,"Medium / Medium",57,48,"NO","NO",21.9138056975895
"Stefan Aškovski",NA,"Res",60,179,63,25,"Medium / Medium",63,40,"NO","NO",19.6623076683
"Gabriel Alanís",NA,"Sub",60,186,73,23,"Medium / Low",58,61,"NO","NO",21.1007052838478
"Tennai Watson",NA,"Res",60,183,73,20,"Medium / Medium",60,43,"NO","NO",21.7982023948162
"Santiago Altamira",NA,"Res",60,183,79,25,"Low / Medium",36,31,"NO","NO",23.5898354683627
"Nigel Atangana",NA,"Sub",60,187,72,27,"Medium / High",56,44,"NO","NO",20.589665131974
"Jérémie Porsan-Clemente",NA,"Res",60,178,67,19,"Medium / Medium",57,52,"NO","NO",21.1463199091024
"Aaron Nemane",NA,"Res",60,170,62,19,"High / Medium",58,55,"NO","NO",21.4532871972318
"Lotem Zino",NA,"Sub",60,183,76,25,"Medium / Medium",60,55,"NO","NO",22.6940189315895
"Ali Yasar",NA,"Res",60,180,70,22,"Medium / Medium",58,28,"NO","NO",21.6049382716049
"Luka Zarandia",NA,"Res",60,178,74,21,"Medium / Medium",62,48,"NO","NO",23.355636914531
"Sandesh Jhingan","LCB","Res",61,188,74,23,"Medium / Medium",42,35,"NO","YES",20.9370755998189
"Daniel Steininger",NA,"Sub",60,187,79,21,"Medium / Medium",61,43,"NO","NO",22.591438130916
"Stephen Dooley",NA,"LM",60,180,80,25,"Medium / Medium",62,52,"NO","NO",24.6913580246914
"Craig MacGillivray",NA,"Sub",60,188,78,24,"Medium / Medium",23,44,"NO","NO",22.0688094160254
"Tim Rieder",NA,"Res",60,186,77,23,"Medium / Medium",36,32,"NO","NO",22.2569083130998
"Saleh Al Jaman",NA,"Sub",60,173,70,23,"Medium / Medium",57,50,"NO","NO",23.3886865581877
"Benjaloud Youssouf",NA,"RB",60,176,71,23,"Medium / Medium",45,48,"NO","NO",22.9209710743802
"Alex Fisher",NA,"Sub",60,191,80,26,"High / Low",61,43,"NO","NO",21.9292234313752
"Akim Zedadka",NA,"Res",60,173,72,21,"High / Medium",59,40,"NO","NO",24.0569347455645
"Will Norris",NA,"GK",60,191,76,23,"Medium / Medium",20,42,"YES","NO",20.8327622598065
"Josh Coulson",NA,"Sub",60,191,75,28,"Medium / High",35,49,"NO","NO",20.5586469669143
"Faruk Çakır",NA,"Sub",60,190,80,22,"Medium / Medium",23,40,"NO","NO",22.1606648199446
"Mauro Coppolaro",NA,"Sub",60,189,88,20,"Medium / Medium",41,29,"NO","NO",24.6353685507125
"Liam Smith",NA,"Sub",60,177,68,20,"Medium / Medium",50,45,"NO","NO",21.7051294327939
"Tom Davies",NA,"Sub",60,185,70,24,"Low / High",38,18,"NO","NO",20.4528853177502
"Cristopher Ross",NA,"Res",60,180,70,22,"Medium / Medium",48,36,"NO","NO",21.6049382716049
"Jack Rose",NA,"Res",60,191,87,22,"Medium / Medium",20,31,"NO","NO",23.8480304816206
"Lefteris Choutesiotis",NA,"Res",60,184,74,22,"Medium / Medium",18,45,"NO","NO",21.8572778827977
"Nicolò Fazzi",NA,"Sub",60,183,74,22,"High / Low",63,56,"NO","NO",22.096807907074
"Liam Kinsella",NA,"Sub",60,175,75,21,"Medium / Medium",53,50,"NO","NO",24.4897959183673
"Eric Smith",NA,"Sub",60,191,81,20,"Medium / Medium",64,63,"NO","NO",22.2033387242674
"Jonas Bager",NA,"Sub",60,181,78,20,"Medium / Medium",56,36,"NO","NO",23.8087970452672
"Youssouf Koné",NA,"Res",60,174,71,21,"Medium / Medium",60,39,"NO","NO",23.4509182190514
"Hansel Zapata",NA,"Res",60,182,77,22,"Medium / Medium",57,51,"NO","NO",23.2459847844463
"Jairo Molina",NA,"Res",60,183,78,23,"Medium / Medium",54,44,"NO","NO",23.291229956105
"Lucas Carrizo",NA,"Res",60,180,70,19,"Medium / Medium",45,36,"NO","NO",21.6049382716049
"Petar Golubović",NA,"RB",60,179,73,22,"High / Medium",55,40,"NO","NO",22.7833088854905
"Emmanuel Besea",NA,"Sub",60,180,75,19,"Medium / Medium",64,57,"NO","NO",23.1481481481481
"Yu Cheong Yun",NA,"RCB",60,184,76,24,"Medium / High",43,42,"NO","NO",22.4480151228733
"Carlos Mosquera",NA,"Res",60,174,72,25,"Medium / Medium",57,58,"NO","NO",23.7812128418549
"Ronald Mukiibi",NA,"RWB",60,188,80,25,"Low / Medium",62,63,"NO","NO",22.6346763241286
"Wilfrido de la Rosa",NA,"Res",60,166,64,24,"Medium / Medium",63,43,"NO","NO",23.2254318478734
"Samuel Mensiro",NA,"Sub",60,175,74,28,"Medium / Medium",55,57,"NO","NO",24.1632653061224
"Jorge Araya",NA,"Sub",60,176,67,21,"Medium / Medium",62,59,"NO","NO",21.6296487603306
"Eoghan O'Connell",NA,"LB",60,185,80,21,"Medium / Medium",58,54,"NO","NO",23.3747260774288
"Harry Kyprianou",NA,"Sub",60,182,69,20,"High / Medium",59,53,"NO","NO",20.8308175341142
"Asger Sørensen",NA,"Sub",60,191,79,20,"Medium / Medium",58,49,"NO","NO",21.655108138483
"Garrido",NA,"Res",60,180,75,22,"Medium / Medium",45,30,"NO","NO",23.1481481481481
"Osarenren Okungbowa",NA,"Res",60,187,76,22,"Medium / Medium",57,49,"NO","NO",21.7335354170837
"Zlatan Krizanović",NA,"Sub",60,191,79,25,"Medium / High",57,43,"NO","NO",21.655108138483
"Anthony Mandrea",NA,"Sub",60,186,78,20,"Medium / Medium",18,15,"NO","NO",22.5459590704128
"Juan José Narváez",NA,"Res",60,180,76,22,"Medium / Medium",61,46,"NO","NO",23.4567901234568
"Harry Wilson",NA,"Res",60,170,70,20,"Medium / Medium",62,52,"NO","NO",24.2214532871972
"Hamish Watson",NA,"Sub",60,182,90,23,"High / Low",56,48,"NO","NO",27.170631566236
"Nick Borgman",NA,"Res",60,183,80,20,"Medium / Medium",24,18,"NO","NO",23.8884409806205
"Filippo Costa",NA,"Sub",60,175,70,21,"Medium / Medium",67,51,"NO","NO",22.8571428571429
"Mansour Ibrahim Hamzi",NA,"Sub",60,168,60,25,"Medium / Low",61,43,"NO","NO",21.2585034013605
"Sammie Szmodics",NA,"Res",60,167,64,21,"High / High",59,56,"NO","NO",22.9481157445588
"Harrison McGahey",NA,"RB",60,187,85,21,"Medium / Medium",41,36,"NO","NO",24.3072435585805
"Mohammed Al Wakid",NA,"Sub",60,182,82,25,"Medium / Medium",22,60,"NO","NO",24.7554643159039
"Michael Duckworth",NA,"Sub",60,178,75,24,"High / Medium",64,51,"NO","NO",23.6712536295922
"Berk İsmail Ünsal",NA,"Res",60,190,81,22,"High / Low",59,52,"NO","NO",22.4376731301939
"Filippo Lora",NA,"Sub",60,175,73,23,"Medium / Low",64,61,"NO","NO",23.8367346938776
"Kamil Dankowski",NA,"RB",60,177,67,20,"Medium / Medium",60,48,"NO","NO",21.3859363528999
"Alhaji Gero",NA,"RS",60,189,80,23,"Medium / Medium",58,54,"NO","NO",22.3957895915568
"Ryan Fulton",NA,"Res",60,191,89,20,"Medium / Medium",22,40,"NO","NO",24.396261067405
"Ousman Mannéh",NA,"Res",61,189,79,20,"Medium / Medium",58,40,"NO","NO",22.1158422216623
"Ryan Bird",NA,"RS",60,193,79,29,"High / Medium",54,40,"NO","NO",21.2086230502832
"Yuzo Kurihara",NA,"Sub",60,184,80,33,"Medium / Medium",38,34,"NO","NO",23.6294896030246
"Samy Bourard",NA,"Res",60,175,64,21,"Medium / Medium",63,57,"NO","NO",20.8979591836735
"Galván",NA,"Res",60,190,76,23,"Medium / Medium",16,19,"NO","NO",21.0526315789474
"Max Müller",NA,"RCB",60,190,88,22,"Medium / Medium",42,31,"NO","NO",24.3767313019391
"Mariano Almandoz",NA,"Sub",60,177,72,24,"Medium / Medium",53,35,"NO","NO",22.98190175237
"Bradley Fewster",NA,"Res",60,178,70,21,"High / Low",57,45,"NO","NO",22.0931700542861
"Courtney Duffus",NA,"Res",60,188,76,21,"Medium / Medium",57,62,"NO","NO",21.5029425079221
"Najib Gandi",NA,"Res",60,188,71,22,"Medium / Low",65,53,"NO","NO",20.0882752376641
"Juwon Oshaniwa",NA,"Sub",60,184,75,26,"Medium / Medium",51,35,"NO","NO",22.1526465028355
"Alex Bray",NA,"Res",60,178,66,21,"High / Medium",53,50,"NO","NO",20.8307031940412
"Liam Shephard",NA,"RB",60,178,67,22,"Medium / Medium",56,37,"NO","NO",21.1463199091024
"Michael Neill",NA,"Sub",59,176,72,22,"High / Medium",47,50,"NO","NO",23.2438016528926
"Joni Kauko",NA,"Sub",60,187,84,26,"Medium / High",60,48,"NO","NO",24.021275987303
"Marc Klok",NA,"Sub",60,176,72,23,"Medium / Medium",63,57,"NO","NO",23.2438016528926
"Wálter Veizaga","Sub","Res",60,179,72,30,"Medium / Medium",56,57,"NO","YES",22.4712087637714
"Luke O'Nien",NA,"LCM",60,174,74,22,"Medium / Medium",60,64,"NO","NO",24.441802087462
"Jonas Thorsen",NA,"LB",60,185,77,26,"Medium / High",56,41,"NO","NO",22.4981738495252
"Vyacheslav Zinkov",NA,"Sub",60,186,74,23,"Medium / Medium",60,60,"NO","NO",21.3897560411608
"Filip Sachpekidis",NA,"LM",60,180,76,19,"Medium / Medium",65,58,"NO","NO",23.4567901234568
"Chris Philipps",NA,"Res",60,182,80,23,"Low / Medium",53,36,"NO","NO",24.1516725033209
"Gonzalo Yordan",NA,"Sub",60,185,81,23,"Medium / Medium",18,22,"NO","NO",23.6669101533966
"Jimmy Cisterna",NA,"Res",60,163,59,23,"Medium / High",67,63,"NO","NO",22.206330686138
"Ángel Muñoz",NA,"Res",60,174,66,21,"Medium / Medium",59,58,"NO","NO",21.7994451050337
"Álex Portillo",NA,"LB",60,180,72,24,"Medium / Medium",52,47,"NO","NO",22.2222222222222
"Scott Tanser",NA,"Sub",60,182,65,22,"High / Medium",57,55,"NO","NO",19.6232339089482
"Jake Hessenthaler",NA,"LCM",60,176,64,22,"Medium / Medium",62,57,"NO","NO",20.6611570247934
"Ariel Martínez",NA,"Sub",60,176,69,23,"Medium / Medium",67,61,"NO","NO",22.2753099173554
"Abdullah Al Arraf",NA,"GK",60,184,75,21,"Medium / Medium",18,46,"YES","NO",22.1526465028355
"Abdullah Madu",NA,"Sub",60,185,77,23,"Low / Medium",47,32,"NO","NO",22.4981738495252
"Marcin Flis",NA,"Sub",60,185,75,23,"Medium / Medium",42,29,"NO","NO",21.9138056975895
"Thomas Lehne Olsen",NA,"LM",60,187,78,25,"High / Low",62,52,"NO","NO",22.3054705596385
"Sean Goss",NA,"Sub",60,178,71,21,"High / Medium",62,67,"NO","NO",22.4087867693473
"Joe Rothwell",NA,"LM",60,185,77,22,"Medium / Medium",62,59,"NO","NO",22.4981738495252
"Donald Love",NA,"Sub",60,178,72,22,"Medium / Medium",53,40,"NO","NO",22.7244034844085
"Jesse Starkey",NA,"Res",60,176,71,21,"Medium / Medium",57,58,"NO","NO",22.9209710743802
"Macauley Bonne",NA,"Sub",59,180,76,21,"High / Medium",55,33,"NO","NO",23.4567901234568
"Maxime Crépeau","Sub","Sub",60,181,90,22,"Medium / Medium",18,40,"NO","YES",27.4716888983853
"Stéphan Raheriharimanana",NA,"Sub",60,168,64,23,"Medium / Medium",61,53,"NO","NO",22.6757369614512
"Brad Walker",NA,"RCB",60,186,80,20,"High / Medium",60,59,"NO","NO",23.1240605850387
"Niclas Vemmelund",NA,"Sub",60,186,86,24,"Medium / Medium",46,22,"NO","NO",24.8583651289166
"Im Seong Teak",NA,"RM",60,178,72,28,"High / Medium",58,48,"NO","NO",22.7244034844085
"Ibrahima Diédhiou",NA,"Res",60,190,75,22,"Medium / Medium",47,33,"NO","NO",20.7756232686981
"Ntuthuko Radebe",NA,"Res",60,165,61,22,"Medium / Medium",56,46,"NO","NO",22.4058769513315
"Jeong Jae Yong",NA,"Res",60,188,78,26,"High / Medium",52,62,"NO","NO",22.0688094160254
"Ahmed Mohammed Krenshi",NA,"LDM",60,172,72,28,"Medium / Medium",59,63,"NO","NO",24.3374797187669
"Giorgio Rasulo",NA,"Sub",60,177,77,20,"Medium / Medium",61,63,"NO","NO",24.5778671518401
"Jordan Jones",NA,"LM",60,174,61,22,"Medium / Medium",65,55,"NO","NO",20.147971991016
"Diego De Girolamo",NA,"Sub",60,178,70,21,"Medium / Medium",62,41,"NO","NO",22.0931700542861
"Murad Al Rashdi",NA,"Sub",60,172,74,26,"Medium / Medium",55,65,"NO","NO",25.013520822066
"Kim Young Chan",NA,"Res",60,189,80,23,"Low / High",42,30,"NO","NO",22.3957895915568
"Hendrik Hansen",NA,"Sub",60,195,85,22,"Medium / Medium",36,32,"NO","NO",22.353714661407
"Dylan Connolly",NA,"LM",60,176,69,21,"High / Medium",57,52,"NO","NO",22.2753099173554
"Haris Tabakovic",NA,"Sub",60,194,90,22,"Medium / Medium",57,48,"NO","NO",23.9132745243915
"Sean Hoare",NA,"Sub",60,189,75,23,"Medium / Medium",58,40,"NO","NO",20.9960527420845
"Dominic Gape",NA,"CM",60,180,70,22,"Medium / Medium",64,54,"NO","NO",21.6049382716049
"Patryk Stępiński",NA,"LB",60,176,70,22,"Medium / Medium",61,66,"NO","NO",22.5981404958678
"Nicola Lancini",NA,"Res",60,177,71,23,"Medium / Medium",55,39,"NO","NO",22.662708672476
"Jack Whatmough",NA,"Sub",60,184,66,20,"Low / Medium",51,31,"NO","NO",19.4943289224953
"Marcus Fraser",NA,"RCB",60,182,70,22,"Medium / Medium",49,33,"NO","NO",21.1327134404057
"Enock Kwakwa",NA,"LCM",60,169,61,22,"Medium / High",62,60,"NO","NO",21.3577955953923
"Tony Dingwall",NA,"Sub",60,180,69,22,"Medium / Medium",66,54,"NO","NO",21.2962962962963
"Hadi Yahya",NA,"Sub",60,180,74,26,"Medium / High",30,32,"NO","NO",22.8395061728395
"Abdullah Al Dawsari",NA,"LCB",60,180,83,26,"Medium / Medium",42,36,"NO","NO",25.6172839506173
"Dramane Konate",NA,"LCB",60,184,74,22,"Medium / Medium",49,22,"NO","NO",21.8572778827977
"Dennis Olsson",NA,"LB",60,182,73,22,"Medium / Medium",55,49,"NO","NO",22.0384011592803
"Mohammed Salem",NA,"LCB",60,178,82,31,"Medium / Medium",49,38,"NO","NO",25.8805706350208
"Basim Al Baqi",NA,"Sub",60,188,84,27,"Medium / Medium",24,27,"NO","NO",23.766410140335
"Andreas Hirzel",NA,"Res",60,190,89,24,"Medium / Medium",18,35,"NO","NO",24.6537396121884
"Vitaliy Gudiev",NA,"Sub",60,192,76,21,"Medium / Medium",15,31,"NO","NO",20.6163194444444
"Craig Roddan",NA,"CDM",60,175,72,23,"Medium / High",57,53,"NO","NO",23.5102040816327
"Maher Othman",NA,"Res",60,180,73,25,"Medium / Medium",70,58,"NO","NO",22.5308641975309
"Pablo González",NA,"Res",60,174,70,24,"Medium / High",53,62,"NO","NO",23.1206235962479
"Elliot Lee",NA,"Sub",60,180,72,22,"Medium / Medium",57,30,"NO","NO",22.2222222222222
"Jacob Pepper",NA,"Sub",60,180,72,24,"Medium / Medium",49,52,"NO","NO",22.2222222222222
"Yahya Kaabi",NA,"LB",60,173,62,30,"Medium / Medium",53,46,"NO","NO",20.7156938086805
"Gabriel Lüchinger",NA,"Sub",60,172,68,24,"Medium / Medium",62,56,"NO","NO",22.9853975121687
"Ibrahim Zaid",NA,"Sub",60,190,87,27,"Medium / Medium",19,18,"NO","NO",24.0997229916898
"Youssouf M'Changama",NA,"Sub",60,173,70,26,"Medium / Medium",60,65,"NO","NO",23.3886865581877
"Mitchell Rose",NA,"Sub",60,176,78,22,"Medium / High",58,52,"NO","NO",25.1807851239669
"Garry Buckley",NA,"RCM",60,185,75,23,"Medium / Medium",63,56,"NO","NO",21.9138056975895
"David Henen",NA,"Res",60,185,75,20,"Medium / Medium",65,44,"NO","NO",21.9138056975895
"Mathias Dyngeland",NA,"GK",60,184,76,21,"Medium / Medium",22,35,"YES","NO",22.4480151228733
"Martin Harrer",NA,"Sub",60,184,76,24,"Medium / Medium",61,51,"NO","NO",22.4480151228733
"John Mountney",NA,"RM",60,184,73,24,"Medium / Low",56,57,"NO","NO",21.5619092627599
"Gavan Holohan",NA,"LCM",60,180,75,25,"Medium / Medium",62,58,"NO","NO",23.1481481481481
"Timothée Dieng",NA,"Sub",60,189,79,24,"Medium / Medium",59,49,"NO","NO",22.1158422216623
"Luca Crescenzi",NA,"Res",60,188,80,24,"Low / High",45,30,"NO","NO",22.6346763241286
"Charles Dunne",NA,"Sub",60,186,74,24,"Medium / Medium",57,46,"NO","NO",21.3897560411608
"Steven Hewitt",NA,"Res",60,175,67,23,"Medium / High",60,58,"NO","NO",21.8775510204082
"Johnny Goddard",NA,"Sub",60,175,70,23,"Medium / Medium",54,59,"NO","NO",22.8571428571429
"Aaron Phillips",NA,"RB",60,171,70,23,"Medium / Medium",60,53,"NO","NO",23.9389897746315
"Adi Yussuf",NA,"Sub",60,185,76,25,"Low / Low",55,41,"NO","NO",22.2059897735573
"Sillero",NA,"Res",60,182,77,23,"Medium / Medium",17,19,"NO","NO",23.2459847844463
"Paddy Barrett",NA,"RCB",60,181,71,23,"Low / Medium",52,27,"NO","NO",21.6721101309484
"Nicolaj Ritter",NA,"Sub",60,180,70,24,"Medium / Medium",60,49,"NO","NO",21.6049382716049
"Bror Blume",NA,"Sub",60,177,73,25,"Medium / Medium",62,60,"NO","NO",23.301094832264
"Sacha Petshi",NA,"Sub",60,193,80,24,"Medium / High",57,51,"NO","NO",21.4770866331982
"Barry McNamee",NA,"CAM",60,173,69,25,"High / Medium",58,65,"NO","NO",23.0545624644993
"Anton Forrester",NA,"RS",60,183,76,23,"Medium / Medium",56,23,"NO","NO",22.6940189315895
"Matthew Dolan",NA,"LCM",60,175,70,24,"Medium / Medium",61,61,"NO","NO",22.8571428571429
